metadata: record UID,metadata: file URL,metadata: collection,metadata: ms ID,metadata: shelfmark,metadata: ms type,metadata: part name,metadata: part ID,metadata: crArk,metadata: ieArk,metadata: SCN,metadata: TM,metadata: PR,metadata: diktyon,record: history,record: source,record: most recent change,record: quarto cat,record: summary,record: updated,publisher: institution,publisher: unit,publisher: department,location: settlement,location: institution,location: repository,availability: availability statement,surrogates: full digital facsimile(s),surrogates: full digital facsimile URI(s),surrogates: full iiif manifest,surrogates: partial digital facsimile(s),surrogates: partial digital facsimile URI(s),surrogates: partial iiif manifest,printed resources: bibliography,printed resources: URI(s),printed resources: ID(s),online resources: JONAS URI,online resources: bibliography,online resources: URI(s)
MS_Canon_Pat_Lat_161_record_1,manuscript_3736,Canon_Pat_Lat,MS_Canon_Pat_Lat_161,MS. Canon. Pat. Lat. 161,manuscript,,MS_Canon_Pat_Lat_161,ark:29072/x0dr26xx7757,ark:29072/x06969z1393w,19147.0,,,,"Adapted from the followoing sources: B. C. Barker-Benfield, Bookbindings of Canonici manuscripts : a survey of early and non-standard bindings, mostly Italian, in the Canonici collection of the Bodleian Library, University of Oxford (Oxford, privately printed, 2020). Otto Pächt and J. J. G. Alexander, Illuminated Manuscripts in the Bodleian Library Oxford, II (1970), no. 96 Quarto Catalogue (H. O. Coxe, Catalogi codicum manuscriptorum Bibliothecæ Bodleianæ pars tertia codices Græcos et Latinos Canonicianos complectens, Quarto Catalogues III, 1854) Quarto Catalogue, col. 385 Summary Catalogue, vol. 4, p. 329","B. C. Barker-Benfield, Bookbindings of Canonici manuscripts : a survey of early and non-standard bindings, mostly Italian, in the Canonici collection of the Bodleian Library, University of Oxford (Oxford, privately printed, 2020).; Otto Pächt and J. J. G. Alexander, Illuminated Manuscripts in the Bodleian Library Oxford, II (1970), no. 96 ; Quarto Catalogue (H. O. Coxe, Catalogi codicum manuscriptorum Bibliothecæ Bodleianæ pars tertia codices Græcos et Latinos Canonicianos complectens, Quarto Catalogues III, 1854); Quarto Catalogue, col. 385; Summary Catalogue, vol. 4, p. 329",2022-08-01,True,True,False,University of Oxford,Bodleian Libraries,Special Collections,Oxford,University of Oxford,Bodleian Library,,True,https://digital.bodleian.ox.ac.uk/objects/48909798-e2aa-4855-bcee-970a5b0913af/,https://iiif.bodleian.ox.ac.uk/iiif/manifest/48909798-e2aa-4855-bcee-970a5b0913af.json,False,,,,,,,,
MS_Canon_Pat_Lat_162_record_1,manuscript_3737,Canon_Pat_Lat,MS_Canon_Pat_Lat_162,MS. Canon. Pat. Lat. 162,manuscript,,MS_Canon_Pat_Lat_162,ark:29072/x0dv13zt60gz,ark:29072/x02v23vv236d,19148.0,,,,"Summary description abbreviated from the Quarto Catalogue (H. O. Coxe, Catalogi codicum manuscriptorum Bibliothecæ Bodleianæ pars tertia codices Græcos et Latinos Canonicianos complectens, Quarto Catalogues III, 1854). Decoration, localization and date follow Pächt and Alexander (1970). Quarto Catalogue, cols. 385–6 Summary Catalogue, vol. 4, p. 329","Quarto Catalogue, cols. 385–6; Summary Catalogue, vol. 4, p. 329",2018-10-14,True,True,False,University of Oxford,Bodleian Libraries,Special Collections,Oxford,University of Oxford,Bodleian Library,,False,,,True,https://digital.bodleian.ox.ac.uk/objects/77098cd1-48cb-4368-8990-5bb610b5616b/,https://iiif.bodleian.ox.ac.uk/iiif/manifest/77098cd1-48cb-4368-8990-5bb610b5616b.json,"A. Watson, Catalogue of Dated and Datable Manuscripts in Oxford Libraries (1984), no. 400",,,,,
MS_Canon_Pat_Lat_163_record_1,manuscript_3738,Canon_Pat_Lat,MS_Canon_Pat_Lat_163,MS. Canon. Pat. Lat. 163,manuscript,,MS_Canon_Pat_Lat_163,ark:29072/x0dz010q43s1,ark:29072/x0ns06456991,19149.0,,,,"Summary description abbreviated from the Quarto Catalogue (H. O. Coxe, Catalogi codicum manuscriptorum Bibliothecæ Bodleianæ pars tertia codices Græcos et Latinos Canonicianos complectens, Quarto Catalogues III, 1854). Decoration, localization and date follow Pächt and Alexander (1970). Quarto Catalogue, col. 386 Summary Catalogue, vol. 4, p. 329","Quarto Catalogue, col. 386; Summary Catalogue, vol. 4, p. 329",2018-10-14,True,True,False,University of Oxford,Bodleian Libraries,Special Collections,Oxford,University of Oxford,Bodleian Library,,False,,,False,,,,,,,,
MS_Canon_Pat_Lat_164_record_1,manuscript_3739,Canon_Pat_Lat,MS_Canon_Pat_Lat_164,MS. Canon. Pat. Lat. 164,manuscript,,MS_Canon_Pat_Lat_164,ark:29072/x0f1881m273t,ark:29072/x0hm50tr705r,19150.0,,,,"Summary description abbreviated from the Quarto Catalogue (H. O. Coxe, Catalogi codicum manuscriptorum Bibliothecæ Bodleianæ pars tertia codices Græcos et Latinos Canonicianos complectens, Quarto Catalogues III, 1854). Decoration, localization and date follow Pächt and Alexander (1970). Quarto Catalogue, col. 386 Summary Catalogue, vol. 4, p. 329","Quarto Catalogue, col. 386; Summary Catalogue, vol. 4, p. 329",2018-10-14,True,True,False,University of Oxford,Bodleian Libraries,Special Collections,Oxford,University of Oxford,Bodleian Library,,False,,,False,,,"A. Watson, Catalogue of Dated and Datable Manuscripts in Oxford Libraries (1984), no. 401 ; S. J. P. van Dijk, Latin Liturgical Manuscripts in the Bodleian Library, Oxford, vol. 5: Fragments - Mass Books (typescript, 1957), p. 31",,,,,
MS_Canon_Pat_Lat_165_record_1,manuscript_3740,Canon_Pat_Lat,MS_Canon_Pat_Lat_165,MS. Canon. Pat. Lat. 165,manuscript,,MS_Canon_Pat_Lat_165,ark:29072/x0f4752h10dj,ark:29072/x0j9602053dg,19151.0,,,,"Summary description abbreviated from the Quarto Catalogue (H. O. Coxe, Catalogi codicum manuscriptorum Bibliothecæ Bodleianæ pars tertia codices Græcos et Latinos Canonicianos complectens, Quarto Catalogues III, 1854). Quarto Catalogue, col. 386 Quarto Catalogue, col. 387 Summary Catalogue, vol. 4, p. 329","Quarto Catalogue, col. 386; Quarto Catalogue, col. 387; Summary Catalogue, vol. 4, p. 329",2018-10-14,True,True,False,University of Oxford,Bodleian Libraries,Special Collections,Oxford,University of Oxford,Bodleian Library,,False,,,False,,,,,,,,
MS_Canon_Pat_Lat_166_record_1,manuscript_3741,Canon_Pat_Lat,MS_Canon_Pat_Lat_166,MS. Canon. Pat. Lat. 166,manuscript,,MS_Canon_Pat_Lat_166,ark:29072/x0f7623c93q7,ark:29072/x0gh93gz53s1,19152.0,,,,"Summary description abbreviated from the Quarto Catalogue (H. O. Coxe, Catalogi codicum manuscriptorum Bibliothecæ Bodleianæ pars tertia codices Græcos et Latinos Canonicianos complectens, Quarto Catalogues III, 1854). Decoration, localization and date follow Pächt and Alexander (1970). Quarto Catalogue, col. 387 Summary Catalogue, vol. 4, p. 329","Quarto Catalogue, col. 387; Summary Catalogue, vol. 4, p. 329",2018-10-14,True,True,False,University of Oxford,Bodleian Libraries,Special Collections,Oxford,University of Oxford,Bodleian Library,,False,,,False,,,,,,,,
MS_Canon_Pat_Lat_167_record_1,manuscript_3742,Canon_Pat_Lat,MS_Canon_Pat_Lat_167,MS. Canon. Pat. Lat. 167,manuscript,,MS_Canon_Pat_Lat_167,ark:29072/x0fb4948771b,ark:29072/x0pk02c935p4,19153.0,,,,"Summary description abbreviated from the Quarto Catalogue (H. O. Coxe, Catalogi codicum manuscriptorum Bibliothecæ Bodleianæ pars tertia codices Græcos et Latinos Canonicianos complectens, Quarto Catalogues III, 1854). Quarto Catalogue, cols. 387–8 Summary Catalogue, vol. 4, p. 329","Quarto Catalogue, cols. 387–8; Summary Catalogue, vol. 4, p. 329",2018-10-14,True,True,False,University of Oxford,Bodleian Libraries,Special Collections,Oxford,University of Oxford,Bodleian Library,,False,,,False,,,,,,,,
MS_Canon_Pat_Lat_168_record_1,manuscript_3743,Canon_Pat_Lat,MS_Canon_Pat_Lat_168,MS. Canon. Pat. Lat. 168,manuscript,,MS_Canon_Pat_Lat_168,ark:29072/x0ff365560b2,ark:29072/x0d791sg37qm,19154.0,,,,"Summary description abbreviated from the Quarto Catalogue (H. O. Coxe, Catalogi codicum manuscriptorum Bibliothecæ Bodleianæ pars tertia codices Græcos et Latinos Canonicianos complectens, Quarto Catalogues III, 1854). Quarto Catalogue, col. 388 Summary Catalogue, vol. 4, p. 329","Quarto Catalogue, col. 388; Summary Catalogue, vol. 4, p. 329",2018-10-14,True,True,False,University of Oxford,Bodleian Libraries,Special Collections,Oxford,University of Oxford,Bodleian Library,,False,,,False,,,,,,,,
MS_Canon_Pat_Lat_169_record_1,manuscript_3744,Canon_Pat_Lat,MS_Canon_Pat_Lat_169,MS. Canon. Pat. Lat. 169,manuscript,,MS_Canon_Pat_Lat_169,ark:29072/x0fj236243nx,ark:29072/x0c534fp2160,19155.0,,,,"Summary description abbreviated from the Quarto Catalogue (H. O. Coxe, Catalogi codicum manuscriptorum Bibliothecæ Bodleianæ pars tertia codices Græcos et Latinos Canonicianos complectens, Quarto Catalogues III, 1854). Quarto Catalogue, col. 388 Summary Catalogue, vol. 4, p. 329","Quarto Catalogue, col. 388; Summary Catalogue, vol. 4, p. 329",2018-10-14,True,True,False,University of Oxford,Bodleian Libraries,Special Collections,Oxford,University of Oxford,Bodleian Library,,False,,,False,,,,,,,,
MS_Canon_Pat_Lat_170_record_1,manuscript_3746,Canon_Pat_Lat,MS_Canon_Pat_Lat_170,MS. Canon. Pat. Lat. 170,manuscript,,MS_Canon_Pat_Lat_170,ark:29072/x0fq977v1083,ark:29072/x0kk91fk36gx,19156.0,,,,"Summary description abbreviated from the Quarto Catalogue (H. O. Coxe, Catalogi codicum manuscriptorum Bibliothecæ Bodleianæ pars tertia codices Græcos et Latinos Canonicianos complectens, Quarto Catalogues III, 1854). Quarto Catalogue, col. 388 Summary Catalogue, vol. 4, p. 329","Quarto Catalogue, col. 388; Summary Catalogue, vol. 4, p. 329",2018-10-14,True,True,False,University of Oxford,Bodleian Libraries,Special Collections,Oxford,University of Oxford,Bodleian Library,,False,,,False,,,,,,,,
MS_Canon_Pat_Lat_171_record_1,manuscript_3747,Canon_Pat_Lat,MS_Canon_Pat_Lat_171,MS. Canon. Pat. Lat. 171,manuscript,,MS_Canon_Pat_Lat_171,ark:29072/x0ft848q93ks,ark:29072/x0b2773w04t8,19157.0,,,,"Summary description abbreviated from the Quarto Catalogue (H. O. Coxe, Catalogi codicum manuscriptorum Bibliothecæ Bodleianæ pars tertia codices Græcos et Latinos Canonicianos complectens, Quarto Catalogues III, 1854). Decoration, localization and date follow Pächt and Alexander (1973). Quarto Catalogue, col. 389 Summary Catalogue, vol. 4, p. 329","Quarto Catalogue, col. 389; Summary Catalogue, vol. 4, p. 329",2018-10-14,True,True,False,University of Oxford,Bodleian Libraries,Special Collections,Oxford,University of Oxford,Bodleian Library,,False,,,False,,,,,,,,
MS_Canon_Pat_Lat_172_record_1,manuscript_3748,Canon_Pat_Lat,MS_Canon_Pat_Lat_172,MS. Canon. Pat. Lat. 172,manuscript-with-fragment,MS. Canon. Pat. Lat. 172 - endleaf (former pastedown) (fol. i) MS. Canon. Pat. Lat. 172 - endleaf (former pastedown) (fol. 189),MS_Canon_Pat_Lat_172,ark:29072/x0fx719m76wn,ark:29072/x0h415p953mz,19158.0,,,,"Description (May 2021) by Peter Kidd, edited by Matthew Holford. Previously described in the Quarto Catalogue (H. O. Coxe, Catalogi codicum manuscriptorum Bibliothecæ Bodleianæ pars tertia codices Græcos et Latinos Canonicianos complectens, Quarto Catalogues III, 1854). Quarto Catalogue, col. 389 Summary Catalogue, vol. 4, p. 329","Quarto Catalogue, col. 389; Summary Catalogue, vol. 4, p. 329",2021-05-01,True,True,False,University of Oxford,Bodleian Libraries,Special Collections,Oxford,University of Oxford,Bodleian Library,,True,https://digital.bodleian.ox.ac.uk/objects/001e7647-4d37-44bf-8e56-73cbcb1c0437/,https://iiif.bodleian.ox.ac.uk/iiif/manifest/001e7647-4d37-44bf-8e56-73cbcb1c0437.json,False,,,"B. C. Barker-Benfield, Bookbindings of Canonici manuscripts : a survey of early and non-standard bindings, mostly Italian, in the Canonici collection of the Bodleian Library, University of Oxford (Oxford, privately printed, 2020) [entire binding as 12th(?) century]; S. J. P. van Dijk, Latin Liturgical Manuscripts in the Bodleian Library, Oxford, vol. 6: Fragments - Office Books, Rituals, Directories (typescript, 1957), p. 157",,,,Manuscripts from German-Speaking Lands – A Polonsky Foundation Digitization Project,https://hab.bodleian.ox.ac.uk/en/
MS_Canon_Pat_Lat_173_record_1,manuscript_3749,Canon_Pat_Lat,MS_Canon_Pat_Lat_173,MS. Canon. Pat. Lat. 173,manuscript,,MS_Canon_Pat_Lat_173,ark:29072/x0g158bh606q,ark:29072/x01c18dg73h1,19159.0,,,,"Summary description abbreviated from the Quarto Catalogue (H. O. Coxe, Catalogi codicum manuscriptorum Bibliothecæ Bodleianæ pars tertia codices Græcos et Latinos Canonicianos complectens, Quarto Catalogues III, 1854). Decoration, localization and date follow Pächt and Alexander (1970). Quarto Catalogue, cols. 389–90 Summary Catalogue, vol. 4, p. 329","Quarto Catalogue, cols. 389–90; Summary Catalogue, vol. 4, p. 329",2018-10-14,True,True,False,University of Oxford,Bodleian Libraries,Special Collections,Oxford,University of Oxford,Bodleian Library,,False,,,False,,,,,,,,
MS_Canon_Pat_Lat_174_record_1,manuscript_3750,Canon_Pat_Lat,MS_Canon_Pat_Lat_174,MS. Canon. Pat. Lat. 174,manuscript,,MS_Canon_Pat_Lat_174,ark:29072/x0g445cd43hk,ark:29072/x0fj236220rd,19160.0,,,,"Summary description abbreviated from the Quarto Catalogue (H. O. Coxe, Catalogi codicum manuscriptorum Bibliothecæ Bodleianæ pars tertia codices Græcos et Latinos Canonicianos complectens, Quarto Catalogues III, 1854). Quarto Catalogue, col. 390 Summary Catalogue, vol. 4, p. 329","Quarto Catalogue, col. 390; Summary Catalogue, vol. 4, p. 329",2018-10-14,True,True,False,University of Oxford,Bodleian Libraries,Special Collections,Oxford,University of Oxford,Bodleian Library,,False,,,False,,,,,,,,
MS_Canon_Pat_Lat_175_record_1,manuscript_3751,Canon_Pat_Lat,MS_Canon_Pat_Lat_175,MS. Canon. Pat. Lat. 175,manuscript,,MS_Canon_Pat_Lat_175,ark:29072/x0g732d926tf,ark:29072/x0ww72b967j2,19161.0,,,,"Summary description abbreviated from the Quarto Catalogue (H. O. Coxe, Catalogi codicum manuscriptorum Bibliothecæ Bodleianæ pars tertia codices Græcos et Latinos Canonicianos complectens, Quarto Catalogues III, 1854). Decoration, localization and date follow Pächt and Alexander (1970). Quarto Catalogue, col. 390 Summary Catalogue, vol. 4, p. 329","Quarto Catalogue, col. 390; Summary Catalogue, vol. 4, p. 329",2018-10-14,True,True,False,University of Oxford,Bodleian Libraries,Special Collections,Oxford,University of Oxford,Bodleian Library,,False,,,False,,,,,,,,
MS_Canon_Pat_Lat_176_record_1,manuscript_3752,Canon_Pat_Lat,MS_Canon_Pat_Lat_176,MS. Canon. Pat. Lat. 176,manuscript,,MS_Canon_Pat_Lat_176,ark:29072/x0gb19f6104d,ark:29072/x0fb4948543f,19162.0,,,,"Summary description abbreviated from the Quarto Catalogue (H. O. Coxe, Catalogi codicum manuscriptorum Bibliothecæ Bodleianæ pars tertia codices Græcos et Latinos Canonicianos complectens, Quarto Catalogues III, 1854). Decoration, localization and date follow Pächt and Alexander (1970). Quarto Catalogue, col. 390 Quarto Catalogue, cols. 391–2 Summary Catalogue, vol. 4, p. 329","Quarto Catalogue, col. 390; Quarto Catalogue, cols. 391–2; Summary Catalogue, vol. 4, p. 329",2018-10-14,True,True,False,University of Oxford,Bodleian Libraries,Special Collections,Oxford,University of Oxford,Bodleian Library,,False,,,False,,,"A. Watson, Catalogue of Dated and Datable Manuscripts in Oxford Libraries (1984), no. 402",,,,,
MS_Canon_Pat_Lat_177_record_1,manuscript_3753,Canon_Pat_Lat,MS_Canon_Pat_Lat_177,MS. Canon. Pat. Lat. 177,manuscript,,MS_Canon_Pat_Lat_177,ark:29072/x0gf06g293f3,ark:29072/x0zs25x750h2,19163.0,,,,"Summary description abbreviated from the Quarto Catalogue (H. O. Coxe, Catalogi codicum manuscriptorum Bibliothecæ Bodleianæ pars tertia codices Græcos et Latinos Canonicianos complectens, Quarto Catalogues III, 1854). Decoration, localization and date follow Pächt and Alexander (1970). Quarto Catalogue, col. 392 Summary Catalogue, vol. 4, p. 329","Quarto Catalogue, col. 392; Summary Catalogue, vol. 4, p. 329",2018-10-14,True,True,False,University of Oxford,Bodleian Libraries,Special Collections,Oxford,University of Oxford,Bodleian Library,,False,,,False,,,,,,,,
MS_Canon_Pat_Lat_178_record_1,manuscript_3754,Canon_Pat_Lat,MS_Canon_Pat_Lat_178,MS. Canon. Pat. Lat. 178,manuscript,,MS_Canon_Pat_Lat_178,ark:29072/x0gh93gz76r9,ark:29072/x0q237hr527x,19164.0,,,,"Summary description abbreviated from the Quarto Catalogue (H. O. Coxe, Catalogi codicum manuscriptorum Bibliothecæ Bodleianæ pars tertia codices Græcos et Latinos Canonicianos complectens, Quarto Catalogues III, 1854). Binding: B. C. Barker-Benfield, Bookbindings of Canonici manuscripts : a survey of early and non-standard bindings, mostly Italian, in the Canonici collection of the Bodleian Library, University of Oxford (Oxford, privately printed, 2020). Quarto Catalogue, col. 392 Summary Catalogue, vol. 4, p. 329","B. C. Barker-Benfield, Bookbindings of Canonici manuscripts : a survey of early and non-standard bindings, mostly Italian, in the Canonici collection of the Bodleian Library, University of Oxford (Oxford, privately printed, 2020).; Quarto Catalogue, col. 392; Summary Catalogue, vol. 4, p. 329",2020-08-26,True,True,False,University of Oxford,Bodleian Libraries,Special Collections,Oxford,University of Oxford,Bodleian Library,,False,,,False,,,,,,,,
MS_Canon_Pat_Lat_179_record_1,manuscript_3755,Canon_Pat_Lat,MS_Canon_Pat_Lat_179,MS. Canon. Pat. Lat. 179,manuscript,,MS_Canon_Pat_Lat_179,ark:29072/x0gm80hv602c,ark:29072/x03j333306b0,19165.0,,,,"Summary description abbreviated from the Quarto Catalogue (H. O. Coxe, Catalogi codicum manuscriptorum Bibliothecæ Bodleianæ pars tertia codices Græcos et Latinos Canonicianos complectens, Quarto Catalogues III, 1854). Quarto Catalogue, col. 392 Summary Catalogue, vol. 4, p. 329","Quarto Catalogue, col. 392; Summary Catalogue, vol. 4, p. 329",2018-10-14,True,True,False,University of Oxford,Bodleian Libraries,Special Collections,Oxford,University of Oxford,Bodleian Library,,False,,,False,,,,,,,,
MS_Canon_Pat_Lat_180_record_1,manuscript_3757,Canon_Pat_Lat,MS_Canon_Pat_Lat_180,MS. Canon. Pat. Lat. 180,manuscript,,MS_Canon_Pat_Lat_180,ark:29072/x0gt54kn26p0,ark:29072/x0kp78gg19sp,19166.0,,,,"Summary description abbreviated from the Quarto Catalogue (H. O. Coxe, Catalogi codicum manuscriptorum Bibliothecæ Bodleianæ pars tertia codices Græcos et Latinos Canonicianos complectens, Quarto Catalogues III, 1854). Decoration, localization and date follow Pächt and Alexander (1970). Quarto Catalogue, col. 392 Summary Catalogue, vol. 4, p. 329","Quarto Catalogue, col. 392; Summary Catalogue, vol. 4, p. 329",2018-10-14,True,True,False,University of Oxford,Bodleian Libraries,Special Collections,Oxford,University of Oxford,Bodleian Library,,False,,,True,https://digital.bodleian.ox.ac.uk/objects/205c53f5-f763-4abe-895d-7eaf5afa8cc2/,https://iiif.bodleian.ox.ac.uk/iiif/manifest/205c53f5-f763-4abe-895d-7eaf5afa8cc2.json,,,,,,
MS_Canon_Pat_Lat_181_record_1,manuscript_3758,Canon_Pat_Lat,MS_Canon_Pat_Lat_181,MS. Canon. Pat. Lat. 181,manuscript,,MS_Canon_Pat_Lat_181,ark:29072/x0gx41mj1002,ark:29072/x0q237hr529p,19167.0,,,,"Summary description abbreviated from the Quarto Catalogue (H. O. Coxe, Catalogi codicum manuscriptorum Bibliothecæ Bodleianæ pars tertia codices Græcos et Latinos Canonicianos complectens, Quarto Catalogues III, 1854). Decoration, localization and date follow Pächt and Alexander (1970). Quarto Catalogue, col. 393 Summary Catalogue, vol. 4, p. 329","Quarto Catalogue, col. 393; Summary Catalogue, vol. 4, p. 329",2018-10-14,True,True,False,University of Oxford,Bodleian Libraries,Special Collections,Oxford,University of Oxford,Bodleian Library,,False,,,False,,,,,,,,
MS_Canon_Pat_Lat_182_record_1,manuscript_3759,Canon_Pat_Lat,MS_Canon_Pat_Lat_182,MS. Canon. Pat. Lat. 182,manuscript,,MS_Canon_Pat_Lat_182,ark:29072/x0h128nd939r,ark:29072/x0z029p3841x,19168.0,,,,"Summary description abbreviated from the Quarto Catalogue (H. O. Coxe, Catalogi codicum manuscriptorum Bibliothecæ Bodleianæ pars tertia codices Græcos et Latinos Canonicianos complectens, Quarto Catalogues III, 1854). Quarto Catalogue, cols. 393–4 Summary Catalogue, vol. 4, p. 330","Quarto Catalogue, cols. 393–4; Summary Catalogue, vol. 4, p. 330",2018-10-14,True,True,False,University of Oxford,Bodleian Libraries,Special Collections,Oxford,University of Oxford,Bodleian Library,,False,,,False,,,,,,,,
